pref,municipality,name,category,subcategory,designation,designated_date,location,description,source_url,source_format,fetched_at,jmh_id
青森県,青森市,法華堂茶釜,有形文化財,有形文化財,市指定,1967-06-26,青森県青森市本町1-5-12,指定物件は、元禄後期に作製されたものと推定され、胴部の「法華堂」という文字は、中国の儒学者朱舜水【しゅしゅんすい】の書とされている。この茶釜は、水戸光圀の愛用していたものを水戸藩儒学者藤田東湖が拝領し、蓮華寺第26世住職角田堯現が東湖のもとで学び、帰郷の際に賜ってきたものといわれている。朱舜水は明朝復興に失敗し、万次2年(1659)日本へ亡命帰化した人で、徳川光圀に迎えられ、水戸学の発達に貢献している。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0007
青森県,青森市,狛犬,有形文化財,有形文化財,市指定,1972-06-30,青森県青森市大字入内字駒田,薄緑色したこの一対の狛犬は、寛文5年(1665)に越前国新保の中村新兵衛から寄進されたもので、それぞれの右足にそのことが彫字されている。指定物件の特徴は、頭髪が垂れ下がっているところである。狛犬の石の材質は、福井市足羽山【あすわやま】産出の凝灰岩の一種、笏谷石であるという。開港以来四十年という歴史の浅い当時の青森港と、北陸地方との交易、海運事情を解明する上でも貴重な存在である。なお、隣接の観音堂は、津軽三十三観音の第二十四番札所で信仰を集めているところである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0010
青森県,青森市,木彫阿弥陀如来坐像,有形文化財,有形文化財,市指定,1973-08-03,青森県青森市大字奥内字宮田37,寺伝によると、指定物件は、聖徳太子が生母供養のために彫ったもので、江戸時代徳川五代将軍綱吉の生母桂昌院によって法隆寺から江戸に移され、戦後、芝の増上寺から清岸寺に下付されたものといわれている。指定物件は木像で全体に金箔が塗られ、背には舟形光背を負った寄木造りの座像である。印相は十巻抄という「定印」または「開敷蓮」と言われるもので、真言密教の経軌となっている。衣紋は両肩を蔽い、その線は大小の波が翻転するような彫痕から翻波式と呼ばれ、青森市内でこの型式は他に類例がない。光背には瑞雲がかかり、その先端には燭懸大二、小二が備わり火が灯されると、嵩厳な雰囲気に包まれる。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0011
青森県,青森市,土偶,有形文化財,有形文化財,市指定,1980-04-28,青森県青森市,指定物件は、青森市浪岡大字五本松字羽黒平地内で、明治時代に出土したと言われている。腕を組み立ち膝する特殊な形で出土例もたいへん少なく、当時の精神文化を知る上で貴重な資料である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0014
青森県,青森市,延文二年銘の碑,有形文化財,有形文化財,市指定,1981-07-31,青森県青森市大字宮田字玉水65,青森市に存する数少ない板碑の1つであり、弥陀三尊（キリーク、サ、サク）の種子の下に延文二季(1357)の紀年名が刻まれている。金石文として、中世の文献資料が極めて少ない当地方史上極めて重要である。また、津軽地方の板碑の種子はバン（金剛界大日如来）が圧倒的に多いが、この碑は関東の武蔵型板碑に多いキリーク（弥陀三尊）が刻まれているのも特徴的である。東岳の安山岩で製作されているが、当時この地域に板碑を建立できるだけの経済力を持った豪族・名主等がいたことがうかがえ、歴史的資料としても貴重である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0017
青森県,青森市,石器土器図絵六曲屏風,有形文化財,有形文化財,市指定,1980-11-21,青森県青森市,作者の「土岐蓑虫」は、美濃国（岐阜県）に天保7年（1836）に生まれ、嘉永2年（1849）から明治29年（1896）まで漂泊の生活を送った。自製の野宿用テントを持って移動したので、自ら「蓑虫」と称した。明治11年（1878）秋、青森県に来訪し、津軽に長期間滞在した。青森県つがる市（旧木造町）の亀ヶ岡遺跡を度々訪ね、出土品の収集と発掘を行っている。この屏風絵は、明治前半に描かれたもので、考古学的な資料としても貴重である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0016
青森県,青森市,石器図絵屏風・土器図絵屏風,有形文化財,有形文化財,市指定,1983-11-21,青森県青森市,「石器土器図絵六曲屏風」と同様、土岐蓑虫の筆によるものである。両者とも、モチーフが似ているが屏風各図での遺物の組み合わせや配置に差が見られる。いずれにせよ、ほぼ同時期に描かれたものであると推察される。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0019
青森県,青森市,波状文四耳壷,有形文化財,有形文化財,市指定,1983-11-21,青森県青森市,13世紀頃の珠洲（現在の石川県）系の陶器である。釉薬（うわぐすり）をかけない焼きしめの壷で、櫛で胴部の上半に波状の文様が横方向に描かれている。肩には、4ヶ所に横向きの耳（取っ手状のもの）がつく。源常平遺跡の南の斜面（源常館の空壕の周囲）から出土したとされ、当時の日本海を経た交易が推測される。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0018
青森県,青森市,森山弥七郎供養碑,有形文化財,有形文化財,市指定,1991-08-20,青森県青森市大字油川字大浜249-1,指定物件は、湊町青森のまちづくりに携わった森山弥七郎を供養するために建立された石碑である。弘前藩主二代津軽信枚は、寛永2年(1625)、幕府より津軽から江戸への廻船運航を許可された。翌、寛永3年（1626）4月には、家臣森山弥七郎に青森のまちづくりを命じた。新たに開かれた湊町青森には、積極的な人寄と、10年間の年貢等の免除、また外浜（そとがはま）一帯の商船を集中させるなど、藩主導によるまちづくりが進められた。この供養碑は当初、油川村の寺内野（現在の青森市立油川中学校校庭付近）に建立され、昭和10年(1935)青森飛行場建設により野木和公園入口付近へ移転された。その後、昭和23年(1948)に油川町民の手で現在の浄満寺境内に移されたものである。供養碑の建立年代は特定できないが、外浜の中心港を、それまでの大浜（油川）から青森へ移転させたことを考えると、当地の人々が建立したとは考えにくい。一説によれば、3代目弥七郎が油川湊目付を務めた際に、先々代の遺徳を偲んで建立したものとも言われている。しかしながら、この供養碑は、青森開港の恩人と言われる森山弥七郎と深い関わりがあることだけは確かであり、江戸初期の青森を物語る貴重な文化財である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0020
青森県,青森市,歩兵第五聯隊第二大隊遭難記念碑（八甲田山雪中行軍遭難後藤伍長銅像）,有形文化財,有形文化財,市指定,1999-02-22,青森県青森市大字駒込字深沢,指定物件は、犠牲者の多いことで世界の山岳遭難史上例を見ないと言われ、全国的にも広く知られている青森歩兵第五連隊第二大隊の八甲田雪中行軍遭難事件を後世へ伝える資料として貴重である。また、作者大熊氏広氏は日本における洋風彫刻の第一人者であり、この作品は記念碑彫刻としての観点からも日本有数の傑作群に入るものである。台座とのバランスも見事であり、八甲田山を背にしての起立はこの上ない景観となっている。指定物件は20作目、47才の作である。その細部は的確な技術に支えられており､時代考証も極めて確かなものである。何よりも、全体像が力に満ち、そして気品に満ちている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0022
青森県,青森市,青森市森林博物館,有形文化財,有形文化財,市指定,2004-11-17,青森県青森市柳川2-4-37,指定物件は、明治41年11月13日に青森大林区署（大正13年に青森営林局と改称）庁舎として落成した。ルネッサンス風建築様式で、木造二階建。建築材料は、構造材から造作材に至るまで、津軽・下北両半島の国有林からの精選されたヒバ材を使用している。青森ヒバ造りの代表的な建造物である。本市を代表する明治期の洋風木造建築であり、また、当時の建築技術を今に伝える貴重かつ優れた建造物として、価値が高い。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0024
青森県,青森市,浪岡八幡宮再興棟札,有形文化財,有形文化財,市指定,2004-12-21,青森県青森市浪岡大字浪岡字林本123,江戸時代前期に製作された、全国的にも極めて珍しい全面黒漆塗で、文字が陰刻された棟札である。弘前藩が全面的に後押しして行った浪岡八幡宮再興事業に際し奉納された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0026
青森県,青森市,浪岡八幡宮茸替鳥居新造棟札,有形文化財,有形文化財,市指定,2004-12-22,青森県青森市浪岡大字浪岡字林本123,江戸時代前期に製作され、ヒバ材に墨書で記された棟札である。屋根の葺替事業を行った際に奉納された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0028
青森県,青森市,浪岡八幡宮新造棟札,有形文化財,有形文化財,市指定,2004-12-23,青森県青森市浪岡大字浪岡字林本123,江戸時代前期に製作され、ヒバ材に墨書で記された棟札である。八幡宮を新しく建立した際に奉納された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0029
青森県,青森市,細野雪田家文書,有形文化財,有形文化財,市指定,2004-12-21,青森県青森市,旧浪岡町細野地区で庄屋及び戸長役場を勤めた雪田家に代々伝わる文書である。貞享4年の文書は、天保13（1842）年に作成された検地水帳の写しであるが、他に田畑、仕立山（したてやま）、抱山（かかえやま）や「切支丹改帳」・「宗門人別帳」に関する文書が含まれている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0027
青森県,青森市,小牧野遺跡の縄文後期の遺物,有形文化財,有形文化財,市指定,2013-04-01,青森県青森市大字野沢字沢部108-3,土器や石器、土製品、石製品から構成され、縄文時代の生活や祭祀、環状列石の用途・性格を考える上で貴重な資料。 人骨収納用の壺をはじめとする土器 11点 動物の彫刻を有する石皿などの石器 8点 土偶や耳飾などの土製品 27点 小牧野遺跡の特色を示す三角形岩版などの石製品 21点,http://komakinosite.jp ,csv,2026-07-03T23:37:34+09:00,JMH-022012-0031
青森県,青森市,小牧野遺跡の続縄文土器,有形文化財,有形文化財,市指定,2013-04-01,青森県青森市大字野沢字沢部108-3,北海道において縄文時代の後に続く、続縄文時代に使用されていた土器。環状列石が使われなくなった後の小牧野遺跡の様子を知ることができる貴重な資料です。,http://komakinosite.jp ,csv,2026-07-03T23:37:34+09:00,JMH-022012-0030
青森県,青森市,伝北畠氏墓所（一）（二）,記念物(史跡・名勝・天然記念物),史跡,市指定,1980-04-28,青森県青森市浪岡大字北中野,（1）は浪岡城主である北畠氏一族の墓（北畠累代の墓）、（2）は分家である北畠守親（もりちか）の墓であると伝えられている。現在は、墓所（1）（2）ともに柵の中に五輪塔の一部が残り、墓所（1）には平成10年度に石碑が建てられた。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0013
青森県,青森市,幸畑陸軍墓地,記念物(史跡・名勝・天然記念物),史跡天然記念物,市指定,1963-07-19,青森県青森市大字幸畑字阿部野,明治35年(1902)1月23日、八甲田山中において遭難した青森歩兵第五連隊第二連隊の将兵210人のうち、死亡した199人の英霊を埋葬した墓地である。この事件は、世界山岳遭難史上最大の惨事と言われ、全国的にも知られている。参道から入って南側正面に大隊長山口少佐の碑があり、それを中心に士官10名、東側に95人、西側に94人の碑が建てられている。昭和37年(1962)、大隊長碑西側に奇跡的に救助された11名をその名とともに合祀している。同墓地をめぐらす周囲土塁に植えられている多行松はアカマツの園芸変種の一つで、根元及びその付近から分かれた多数の枝が斜め上に伸び、丸みのある傘形の樹冠をつくる特徴を持つ。この墓地の多行松は四国産のものといわれ、当地方では大変珍しいものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0004
青森県,青森市,いちょう,記念物(史跡・名勝・天然記念物),天然記念物,市指定,1962-10-26,青森県青森市大字宮田字山下,青森市内に現存するいちょうの中では最も大きく、その樹齢は800年といわれている。いつ頃、誰によって植えられたのかは不明であるが、遠い昔からご神木として人々の信仰を集めていたようである。近隣の言い伝えでは、母乳の不足がちな女性がこの木に酒、米、お菓子など供物を供えて祈願し、この木を削って持ち帰って米と一緒に炊き、炊き上がりを神棚へお供えし、木屑を取り除いて食べたところ、次第に乳が出るようになったという。それでも乳が出ない人は、ごはんのノリ状の部分を乳児に食べさせるなどし、多くの乳児が救われたといわれている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0001
青森県,青森市,黒松,記念物(史跡・名勝・天然記念物),天然記念物,市指定,1967-06-26,青森県青森市大字六枚橋字不浪知1-1,現所有者の家は、代々松前藩の参勤交代の宿泊所を務めていた。何代目かの時、松前藩主がそれまでの業績をたたえて、愛蔵の松の盆栽を一鉢贈り、労をねぎらった。その後自邸の庭に移植したものが成長し、現在の姿になったものと伝えられている。指定物件は樹勢が盛んで、龍が天に昇るような偉容と、龍の鱗のような樹皮から別名「昇龍の松」とも呼ばれている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0008
青森県,青森市,田代平湿原植物群落,記念物(史跡・名勝・天然記念物),天然記念物,市指定,1968-11-07,青森県青森市大字駒込字深沢,田代平湿原は、市の中心部から南東約20km、八甲田赤倉山の北東斜面、海抜約560mに位置する高位泥炭地域である。植生は、ヤチヤナギやヌマガヤを主体とする中間湿原土台となっているが、大小の池塘が点在し、ミズゴケ類を伴う高層湿原やヨシ、スゲを主体とする低層湿原が見られ植物相は多彩である。またこの地に生息するモリアオガエルやトウホクサンショウウオなどの両生類や、キイロマツモムシ、メススジゲンゴロウなどの昆虫はいずれも希少である。特にゴマシジミは生息地が極限され、東北地方では青森県と岩手県でのみ生息が確認されている希少種である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0009
青森県,青森市,三内稲荷神社の杜,記念物(史跡・名勝・天然記念物),天然記念物,市指定,1977-06-29,青森県青森市大字三内字丸山37,三内稲荷神社の建立年月日は不詳であるが、延宝元年(1673)に五穀豊穣を祈願し、村中で再建したという記録が残っている。この神社近くには、かつての豪族の館といわれる「お城ながれ」と呼ばれている地域があることなどから、かなり昔から大規模な集落があったと推察される。この神社を取囲む黒松、銀杏、針桐は樹齢200年から400年と推定され、戦火や枯死などによりその風致を失いつつあるものが多い本市の樹木群の中で、大樹としての風格を備えた有数の古木群として貴重である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0012
青森県,青森市,源常林の銀杏,記念物(史跡・名勝・天然記念物),天然記念物,市指定,1980-04-28,青森県青森市浪岡大字北中野字沢田107,この銀杏の木は、「天和の絵図」や菅江真澄の紀行文「すみかの山」（寛政3年・1791）にも記載されている。浪岡城落城に際し、勝者の大浦氏が堀越城で祝宴を設けたとき家臣の一人が草刈唄の一つとして「浪岡の源常林の銀杏の木は、枝は浪岡、葉は黒石、花は弘前（堀越）の城で咲く。」と唄い、これが津軽山唱の基になったと伝えられている。いずれにせよ、戦国時代からこの銀杏については広く知れ渡っていたようである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0015
青森県,青森市,楊子杉,記念物(史跡・名勝・天然記念物),天然記念物,市指定,1998-08-07,青森県青森市浪岡大字五本松字羽黒平1,羽黒神社の境内にあり、天和の絵図（1681～1683）に「杉一本九尺廻り」と記述が見られる大木が、この楊子杉であるとして天然記念物に指定された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0021
青森県,青森市,又八沼に生息するシナイモツゴ,記念物(史跡・名勝・天然記念物),天然記念物,市指定,2000-10-31,青森県青森市大字羽白字野木和,シナイモツゴは、昭和5年宮城県志田郡鹿島台町の品井沼（しないぬま）で発見された日本固有種である。コイ目コイ科モツゴ属の淡水魚で、全長6cmから8cm、オスがメスより大きい傾向があり、水圧や速さを感じる側線部が不完全であるのが特徴である。かつては関東以北から秋田県、岩手県まで広く生息していたが、外来種のブラックバスによる食害等により、全国的に生息が脅かされており、関東地方では絶滅したとされている希少種である。これまで秋田県、岩手県が北限とされていたが、平成5年通称又八沼で釣り人により生息が確認され、今日では本市が自然分布の北限と考えられている。地元住民に「沼チカ」と呼ばれて親しまれ、生活に密着に関係しており、生物学的にも歴史的にも非常に価値の高いものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0023
青森県,青森市,黒松,記念物(史跡・名勝・天然記念物),天然記念物,市指定,2004-11-17,青森県青森市合浦二丁目17,指定物件は、三誉（みよ）の松と呼ばれ、地域住民に親しまれてきた。主幹は、根元から3本立になっている。江戸期、弘前藩主が地方巡見のため、この地を訪れた際に、藩主自らが杯酒を捧げたとの伝承がある。明治期に入り、水原衛作によりこの松を中心として公園建設が計画され、合浦公園が完成した。樹齢400年を超える老木であるにもかかわらず、樹勢も旺盛で、枝葉の繁茂、密度ともに健全であることに加え、合浦公園のシンボルツリーとして地域とのかかわりも深いことから、価値が高い。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,csv,2026-07-03T23:37:34+09:00,JMH-022012-0025
青森県,鰺ヶ沢町,鰺ヶ沢雪景図,有形文化財,絵画,町指定,1991-10-21,本町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0047
青森県,鰺ヶ沢町,館地蔵堂の板碑,有形文化財,考古資料,町指定,1983-04-20,舞戸町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0027
青森県,鰺ヶ沢町,館の板碑,有形文化財,考古資料,町指定,1991-10-21,舞戸町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0046
青森県,鰺ヶ沢町,無量庵跡の板碑,有形文化財,考古資料,町指定,1983-04-20,田中町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0014
青森県,鰺ヶ沢町,松源寺の板碑,有形文化財,考古資料,町指定,1983-04-20,赤石町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0012
青森県,鰺ヶ沢町,日照田の板碑,有形文化財,考古資料,町指定,1983-04-20,日照田町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0010
青森県,鰺ヶ沢町,種里旧墓地の板碑,有形文化財,考古資料,町指定,1983-04-20,種里町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0023
青森県,鰺ヶ沢町,永禄の墓石,有形文化財,考古資料,町指定,1983-04-20,中村町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0013
青森県,鰺ヶ沢町,種里八幡宮棟札,有形文化財,歴史資料,町指定,1983-04-20,種里町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0020
青森県,鰺ヶ沢町,種里八幡宮身正体,有形文化財,歴史資料,町指定,1983-04-20,種里町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0022
青森県,鰺ヶ沢町,種里八幡宮弓具,有形文化財,歴史資料,町指定,1983-04-20,種里町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0019
青森県,鰺ヶ沢町,種里八幡宮獅子頭,有形文化財,歴史資料,町指定,1983-04-20,種里町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0021
青森県,鰺ヶ沢町,白八幡宮絵馬群,有形文化財,歴史資料,町指定,1991-10-21,本町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0044
青森県,鰺ヶ沢町,白八幡宮玉垣,有形文化財,歴史資料,町指定,1983-04-20,本町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0017
青森県,鰺ヶ沢町,常灯碑,有形文化財,歴史資料,町指定,1983-04-20,本町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0008
青森県,鰺ヶ沢町,明和地震供養塔,有形文化財,歴史資料,町指定,1989-05-19,富根町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0041
青森県,鰺ヶ沢町,堀切沢の天明飢饉供養塔,有形文化財,歴史資料,町指定,1983-04-20,舞戸町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0005
青森県,鰺ヶ沢町,岸文靖墓道表,有形文化財,歴史資料,町指定,1991-10-21,釣町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0043
青森県,鰺ヶ沢町,日蔭塚,有形文化財,歴史資料,町指定,1983-04-20,舞戸町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0011
青森県,鰺ヶ沢町,保村晩杏句碑,有形文化財,歴史資料,町指定,1983-04-20,舞戸町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0002
青森県,鰺ヶ沢町,化石塚,有形文化財,歴史資料,町指定,1983-04-20,釣町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0004
青森県,鰺ヶ沢町,芭蕉塚,有形文化財,歴史資料,町指定,1983-04-20,七ッ石町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0024
青森県,鰺ヶ沢町,禽翁齋宗全墓,有形文化財,歴史資料,町指定,1983-04-20,新町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0018
青森県,鰺ヶ沢町,塩越屋羽扇墓,有形文化財,歴史資料,町指定,1983-04-20,七ッ石町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0006
青森県,鰺ヶ沢町,生駒き員墓,有形文化財,歴史資料,町指定,1983-04-20,釣町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0015
青森県,鰺ヶ沢町,豊島佳兮墓,有形文化財,歴史資料,町指定,1983-04-20,所在不明,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0025
青森県,鰺ヶ沢町,日和山の岩木山遥拝所碑,民俗文化財,有形民俗文化財,町指定,1983-04-20,舞戸町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0009
青森県,鰺ヶ沢町,八衢神碑,民俗文化財,有形民俗文化財,町指定,1991-10-21,七ッ石町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0042
青森県,鰺ヶ沢町,大然大山祇神社社標（マタギ記念銘）,民俗文化財,有形民俗文化財,町指定,1983-04-20,一ッ森町,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0007
青森県,鰺ヶ沢町,白八幡宮神輿渡御,民俗文化財,無形民俗文化財,町指定,1981-05-21,,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0001
青森県,鰺ヶ沢町,正調鰺ヶ沢甚句,民俗文化財,無形民俗文化財,町指定,1984-09-19,,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0028
青森県,鰺ヶ沢町,鰺ヶ沢くどき,民俗文化財,無形民俗文化財,町指定,1984-09-19,,,https://www.town.ajigasawa.lg.jp/kyoiku_shogai/bunka_rekishi/bunkazai/ajigasawabunkazai.html,html,2026-07-04T10:28:59+09:00,JMH-023213-0029
